PctLess9thGrade,PctNotHSGrad,PctBSorMore,population,ViolentCrimesPerPop,size
20.83,42.8,17.41,44639.0,845.39,medium
1.84,9.08,23.51,26989.0,204.32,medium
9.48,22.42,24.07,11500.0,17.24,small
6.64,16.83,37.7,39103.0,297.32,medium
1.84,5.98,40.94,35800.0,143.51,medium
6.1,12.51,49.26,15850.0,50.49,small
3.05,6.82,63.68,54718.0,475.46,large
1.89,6.75,39.95,16786.0,39.21,small
20.39,42.35,16.2,25597.0,1138.05,medium
48.23,73.66,1.72,42355.0,1313.17,medium
13.67,31.05,18.83,30206.0,796.75,medium
3.07,9.24,45.34,22353.0,95.76,small
2.41,10.01,27.18,12345.0,211.18,small
5.18,11.77,42.87,27291.0,234.84,medium
3.83,11.27,31.33,53691.0,270.88,large
10.81,23.2,28.74,20098.0,497.69,small
14.44,32.13,16.72,14073.0,387.44,small
13.34,33.43,12.03,14716.0,1517.44,small
8.2,20.25,23.29,14507.0,130.17,small
13.76,34.07,18.55,14215.0,1108.14,small
15.88,31.55,16.18,31487.0,790.2,medium
15.08,37.82,8.51,10405.0,840.18,small
7.15,25.43,12.26,42985.0,373.65,medium
15.22,32.97,12.63,18400.0,325.15,small
8.23,15.14,42.2,31997.0,425.03,medium
3.28,13.58,22.02,45895.0,265.42,medium
2.92,15.09,15.25,20009.0,173.62,small
8.52,24.44,20.44,28716.0,1196.34,medium
7.5,22.88,15.74,173072.0,555.18,large
1.94,7.2,51.18,32503.0,358.64,medium
7.92,29.39,7.91,11706.0,106.04,small
1.96,15.77,20.38,31282.0,275.53,medium
5.7,17.14,12.18,29101.0,824.52,medium
12.83,27.5,15.67,33687.0,239.72,medium
4.98,16.66,25.78,14658.0,319.6,small
3.4,10.38,24.75,58043.0,175.54,large
10.62,32.97,9.67,84161.0,1224.0,large
6.13,20.82,16.28,10332.0,125.57,small
2.85,8.03,39.91,10762.0,138.54,small
8.85,22.51,21.33,72033.0,1203.87,large
2.13,5.08,58.87,83312.0,208.56,large
8.87,22.84,19.37,13268.0,950.27,small
4.42,10.82,32.74,13347.0,66.3,small
34.08,50.77,6.69,16839.0,754.26,small
10.19,23.09,23.16,20123.0,1002.66,small
8.02,25.54,9.32,29060.0,268.19,medium
2.42,7.6,35.36,31585.0,534.69,medium
3.23,12.18,19.21,21603.0,304.71,small
3.3,10.14,30.71,26751.0,114.21,medium
11.34,30.52,12.13,16603.0,120.26,small
23.25,40.47,13.52,31384.0,690.81,medium
8.37,17.27,14.91,12392.0,125.63,small
6.14,18.84,15.53,52133.0,197.14,large
3.82,10.41,38.96,18082.0,212.07,small
9.4,24.92,22.99,61607.0,697.28,large
19.51,37.65,11.36,15799.0,513.59,small
7.32,19.53,14.37,17140.0,546.28,small
1.33,4.96,51.3,25380.0,123.07,medium
3.42,13.45,22.81,37670.0,619.57,medium
6.19,21.15,15.56,13700.0,216.29,small
7.48,23.02,10.44,13383.0,167.34,small
11.89,27.58,20.85,54844.0,563.33,large
10.73,28.98,17.2,34213.0,485.98,medium
15.69,32.07,14.23,11414.0,1165.91,small
10.61,34.39,8.3,95706.0,2299.87,large
5.36,15.41,22.14,50008.0,199.81,large
3.54,11.63,31.93,22090.0,108.52,small
16.78,38.44,8.11,15550.0,286.67,small
6.32,14.7,16.09,11066.0,0.0,small
12.66,33.88,8.82,15757.0,238.59,small
7.85,28.3,8.5,31739.0,362.65,medium
5.79,21.47,16.33,18734.0,602.9,small
7.33,22.6,19.69,20314.0,483.61,small
19.45,41.92,8.06,11880.0,177.04,small
6.54,17.42,30.3,368383.0,1811.81,superLarge
1.31,4.46,61.25,14272.0,35.26,small
5.48,11.9,50.05,33830.0,370.67,medium
11.31,33.85,12.21,16027.0,1730.67,small
15.7,33.26,14.22,28583.0,857.47,medium
13.15,33.76,12.99,10426.0,1082.77,small
8.34,17.64,34.8,39127.0,179.92,medium
8.98,21.56,14.22,37649.0,467.36,medium
10.13,26.64,16.47,49847.0,2037.32,medium
1.15,4.62,42.86,35303.0,79.79,medium
14.15,31.32,23.71,54909.0,1956.24,large
17.77,30.36,24.39,21744.0,237.29,small
10.18,28.99,17.68,19381.0,1252.77,small
5.4,20.16,13.3,68842.0,1189.11,large
44.54,66.39,3.72,34365.0,867.12,medium
16.88,41.46,9.16,18942.0,2241.85,small
6.75,17.77,26.2,10735.0,219.84,small
7.47,18.79,18.79,128398.0,1019.98,large
19.9,38.35,12.49,13364.0,1317.64,small
11.58,30.55,13.97,26017.0,438.5,medium
9.11,22.94,12.13,33558.0,698.38,medium
5.31,16.42,41.18,40087.0,636.96,medium
9.47,21.37,43.42,12915.0,150.31,small
21.36,43.01,9.74,70207.0,2124.14,large
12.18,29.73,16.05,24160.0,484.83,small
3.9,13.79,25.76,38149.0,260.35,medium
8.15,17.74,29.77,1110549.0,1162.84,superLarge
17.13,33.6,15.18,12711.0,39.92,small
8.52,22.95,9.99,12381.0,150.9,small
4.07,14.66,17.61,24967.0,418.07,small
17.05,30.87,17.84,935933.0,672.57,superLarge
12.45,31.09,7.3,14363.0,117.03,small
4.94,14.3,26.88,113313.0,537.64,large
9.61,18.32,30.16,41259.0,333.19,medium
3.38,8.98,41.74,35184.0,177.84,medium
9.78,27.01,12.18,14120.0,338.62,small
20.68,42.26,6.61,33892.0,2572.91,medium
9.24,29.84,17.54,31656.0,1448.4,medium
8.05,23.34,15.93,68784.0,570.95,large
4.66,15.38,25.46,10747.0,415.11,small
14.33,24.6,15.73,10632.0,161.9,small
44.85,58.71,8.91,20651.0,712.74,small
12.2,31.91,24.24,203056.0,1617.17,superLarge
10.57,25.17,21.5,50024.0,409.11,large
7.74,20.43,21.34,20084.0,210.97,small
4.84,15.38,17.92,12974.0,349.17,small
8.68,20.14,31.88,18261.0,113.07,small
12.04,26.61,22.32,20688.0,793.23,small
5.29,14.6,39.07,11365.0,66.79,small
10.97,28.8,15.67,10588.0,1889.44,small
3.61,9.13,52.54,26609.0,85.15,medium
2.24,10.18,26.83,12169.0,56.56,small
1.52,13.93,20.49,13476.0,103.43,small
4.04,17.2,22.09,12567.0,298.25,small
11.07,28.84,21.98,163860.0,852.74,large
1.98,5.48,52.06,40263.0,349.61,medium
16.05,30.39,17.05,42198.0,847.77,medium
23.34,44.38,14.2,58041.0,1075.77,large
7.99,18.98,21.38,10227.0,79.71,small
3.65,11.93,26.14,111348.0,534.46,large
18.0,40.56,14.44,139739.0,2288.32,large
7.26,22.09,24.04,13142.0,316.14,small
14.58,33.09,16.06,12420.0,782.85,small
2.53,9.7,26.3,222103.0,1807.31,superLarge
4.02,11.06,42.74,25684.0,30.76,medium
7.92,21.33,20.53,12942.0,159.55,small
1.99,10.3,31.13,11343.0,268.82,small
6.21,24.21,11.26,58362.0,1007.94,large
0.82,2.95,67.41,19810.0,44.32,small
18.34,34.62,13.1,10420.0,578.26,small
11.45,23.73,27.35,26481.0,267.64,medium
15.26,33.18,14.11,108961.0,566.06,large
7.27,17.02,29.15,10446.0,86.9,small
5.73,17.41,21.03,20999.0,48.33,small
10.09,23.77,19.95,20456.0,204.98,small
9.75,20.62,33.06,19872.0,504.2,small
9.31,26.99,9.09,11751.0,1581.25,small
4.81,15.89,26.83,20244.0,80.26,small
2.71,10.74,26.07,19033.0,170.78,small
6.01,18.95,12.44,29462.0,234.92,medium
3.22,14.04,22.32,47358.0,79.56,medium
10.98,30.16,11.64,25992.0,952.56,medium
6.74,20.74,15.78,176664.0,1849.26,large
2.1,6.28,41.14,12926.0,59.7,small
13.22,26.75,21.17,46535.0,572.35,medium
5.32,20.82,19.01,49708.0,1168.18,medium
2.98,9.55,31.41,20384.0,173.64,small
10.09,18.45,21.06,34544.0,104.17,medium
14.03,35.13,16.93,13553.0,1289.31,small
1.23,5.25,41.83,31702.0,147.0,medium
9.36,21.7,24.47,11632.0,220.3,small
5.78,19.75,19.03,29387.0,787.17,medium
5.5,15.51,33.82,88680.0,143.94,large
8.08,25.86,11.78,12482.0,463.85,small
6.13,14.6,31.19,25067.0,407.57,medium
1.24,4.03,63.25,14358.0,248.57,small
6.13,15.84,18.6,37352.0,372.83,medium
5.77,16.48,26.51,20906.0,28.45,small
12.85,24.36,16.1,10550.0,89.62,small
7.2,17.9,12.84,22686.0,385.5,small
10.16,29.18,20.36,32090.0,241.68,medium
10.23,24.39,27.48,18419.0,352.5,small
4.76,20.07,21.8,56788.0,361.82,large
9.23,23.75,16.99,111498.0,1118.18,large
4.32,11.5,31.37,34298.0,129.17,medium
7.28,19.05,18.65,20489.0,251.32,small
16.88,38.75,9.62,12267.0,149.98,small
5.02,13.06,26.02,16534.0,295.76,small
20.43,35.42,13.1,13692.0,272.83,small
2.56,9.5,43.92,27974.0,167.41,medium
12.72,31.55,21.78,28844.0,1102.6,medium
22.55,46.34,8.19,11683.0,1083.09,small
23.03,39.95,9.94,25062.0,863.57,medium
3.77,14.49,21.76,41688.0,596.65,medium
5.94,13.7,34.67,16857.0,139.76,small
17.9,35.87,14.85,14292.0,828.73,small
8.94,21.02,26.48,57878.0,455.62,large
8.09,20.84,21.82,38518.0,59.64,medium
9.43,22.7,19.72,35761.0,939.47,medium
10.9,28.73,17.76,24725.0,1419.14,small
9.8,27.75,18.0,34402.0,1577.48,medium
9.87,24.84,19.72,114323.0,1250.99,large
0.2,5.85,32.44,11500.0,127.76,small
10.02,26.18,13.58,50452.0,384.07,large
14.96,25.05,16.09,10030.0,246.55,small
4.13,10.4,41.26,12361.0,232.79,small
18.04,40.87,10.8,11838.0,77.77,small
12.27,28.73,14.2,18042.0,1163.91,small
6.92,18.89,29.14,17655.0,682.12,small
11.12,23.11,18.18,10401.0,395.6,small
9.21,23.91,11.56,12324.0,1230.84,small
6.45,20.44,22.69,15718.0,76.88,small
9.81,28.5,14.83,628088.0,966.16,superLarge
8.03,23.89,13.36,30050.0,1201.23,medium
13.23,30.57,12.3,10747.0,134.43,small
18.77,35.28,12.06,10610.0,292.57,small
0.75,4.05,56.35,32063.0,340.76,medium
7.18,24.0,14.2,44822.0,348.12,medium
2.21,8.82,33.01,22156.0,22.33,small
4.78,15.31,21.12,14589.0,244.05,small
13.6,28.58,17.78,24461.0,171.38,small
5.41,14.19,33.8,24710.0,85.1,small
9.54,24.37,12.18,11843.0,121.32,small
4.42,13.4,29.93,173339.0,483.47,large
1.37,5.1,48.76,43858.0,161.68,medium
17.83,38.64,15.3,10733.0,310.65,small
4.08,10.22,40.03,25792.0,141.42,medium
16.44,41.82,10.53,88675.0,2065.29,large
7.99,22.92,20.36,40181.0,1265.25,medium
9.36,25.12,10.11,40773.0,617.09,medium
6.71,15.08,19.94,26840.0,90.66,medium
6.81,13.14,44.25,10034.0,76.24,small
11.26,28.75,17.11,12200.0,1938.17,small
15.41,31.08,18.72,13852.0,219.16,small
11.57,31.87,10.12,28434.0,1307.21,medium
7.65,19.58,16.17,13882.0,113.81,small
25.33,43.22,8.59,11992.0,698.18,small
9.38,23.53,12.43,11257.0,116.97,small
6.4,21.38,19.23,27537.0,597.51,medium
9.56,26.85,33.31,606900.0,3048.38,superLarge
5.72,17.42,14.87,62195.0,720.85,large
10.77,16.58,26.39,49256.0,83.27,medium
3.77,11.44,46.09,11590.0,444.97,small
9.31,23.03,14.92,17834.0,186.81,small
13.51,28.02,14.69,12922.0,1502.52,small
2.91,13.65,15.91,42892.0,90.01,medium
8.59,22.83,17.78,25325.0,390.07,medium
10.96,23.97,28.04,10636.0,458.81,small
3.81,9.03,53.11,19952.0,96.77,small
6.39,14.73,30.16,85486.0,440.66,large
13.84,32.98,17.94,26623.0,3540.57,medium
10.47,24.83,19.31,38145.0,408.34,medium
16.94,35.79,16.24,15195.0,568.5,small
1.64,6.02,53.23,10883.0,78.88,small
8.19,16.24,41.43,33284.0,740.32,medium
10.61,26.45,21.7,10742.0,669.13,small
2.1,5.02,63.78,46209.0,138.1,medium
1.85,6.27,59.34,18196.0,27.07,small
25.43,46.75,11.22,13983.0,1029.02,small
35.64,59.08,3.91,61945.0,2956.98,large
4.11,9.68,58.67,102724.0,1625.6,large
19.15,39.18,9.78,11514.0,1514.12,small
10.96,30.13,26.65,394017.0,4026.59,superLarge
3.06,9.23,29.04,29188.0,242.12,medium
8.68,22.02,15.22,12454.0,439.32,small
31.05,50.34,9.72,99922.0,1432.64,large
9.24,22.79,16.17,10793.0,243.53,small
14.44,31.47,10.98,133179.0,1160.86,large
5.78,14.24,26.2,90533.0,223.64,large
22.72,39.87,11.49,26727.0,285.93,medium
11.78,29.41,12.71,19959.0,476.86,small
7.2,22.12,20.12,53884.0,887.01,large
6.23,19.78,20.36,98784.0,1155.27,large
17.3,35.69,20.73,16029.0,800.14,small
6.18,17.59,31.62,34256.0,499.32,medium
7.96,26.5,12.57,24137.0,383.23,small
13.43,34.37,9.9,35976.0,89.07,medium
6.31,14.77,15.31,10923.0,83.09,small
4.45,13.0,35.58,15568.0,107.37,small
6.8,18.46,21.69,107786.0,332.86,large
11.83,28.34,10.31,24730.0,113.34,small
11.39,29.95,16.61,61444.0,487.27,large
10.02,26.81,14.33,81245.0,1764.17,large
2.75,7.21,55.95,17076.0,39.54,small
9.23,22.57,19.84,93086.0,408.3,large
8.95,27.66,11.97,61815.0,1707.41,large
7.57,19.18,23.56,14629.0,106.6,small
38.98,48.47,12.46,21877.0,487.18,small
5.85,17.15,28.03,17038.0,297.32,small
14.04,39.3,7.01,11492.0,131.14,small
13.95,34.23,17.7,12520.0,759.91,small
2.13,6.04,58.73,28974.0,13.32,medium
2.96,9.66,34.73,32315.0,231.23,medium
4.2,13.08,23.96,44685.0,540.49,medium
22.12,47.73,6.1,59177.0,1348.6,large
8.24,23.93,16.74,17392.0,86.15,small
3.58,10.4,29.51,19631.0,70.12,small
3.29,11.75,24.08,19279.0,280.63,small
14.83,35.08,18.92,23799.0,449.67,small
9.02,29.35,6.79,15472.0,386.63,small
5.0,13.9,36.38,64989.0,978.02,large
6.39,13.67,32.04,12481.0,63.43,small
3.04,9.6,32.49,15223.0,434.14,small
11.46,27.22,26.03,30872.0,689.27,medium
8.81,18.06,36.45,66270.0,694.91,large
9.48,25.2,15.21,13280.0,210.67,small
14.32,30.51,13.64,89699.0,798.57,large
25.14,40.17,11.44,11472.0,736.96,small
8.11,18.34,25.58,110658.0,473.71,large
16.95,35.7,11.45,22676.0,662.2,small
6.13,19.12,12.76,14698.0,463.84,small
16.88,25.05,14.01,10704.0,507.39,small
3.31,11.4,30.97,36048.0,391.99,medium
14.66,30.89,11.26,19800.0,582.45,small
6.58,18.0,16.36,10069.0,298.97,small
9.76,27.39,20.06,10904.0,517.6,small
4.75,11.47,39.85,31954.0,874.44,medium
13.22,28.93,23.47,13739.0,1790.5,small
12.85,29.68,15.87,13243.0,651.61,small
13.41,38.11,8.4,23674.0,489.45,small
7.38,21.0,23.66,57407.0,778.93,large
0.98,4.76,58.28,13088.0,282.67,small
28.35,47.5,8.91,29281.0,1230.71,medium
5.02,16.58,22.12,14265.0,186.22,small
4.72,11.9,28.96,12518.0,110.86,small
4.49,14.0,21.06,101409.0,340.63,large
23.93,42.63,11.21,21385.0,384.56,small
7.63,23.1,14.09,11949.0,109.9,small
5.23,17.19,20.49,14870.0,208.02,small
21.54,40.94,11.42,10019.0,1522.7,small
7.26,23.13,18.39,672971.0,1681.08,superLarge
4.65,15.13,27.5,18899.0,62.43,small
9.35,24.39,13.01,11657.0,30.44,small
3.44,9.95,29.93,13683.0,323.35,small
24.62,42.28,8.77,20337.0,881.06,small
9.7,21.19,24.21,92311.0,579.84,large
13.49,31.18,13.13,41194.0,1700.7,medium
27.77,46.07,8.91,14757.0,1339.48,small
3.89,10.17,40.55,22792.0,165.71,small
7.82,24.58,9.55,15280.0,527.37,small
4.66,15.42,27.15,30897.0,261.47,medium
8.03,23.94,21.88,30685.0,300.0,medium
13.15,33.01,12.64,10428.0,234.68,small
13.0,30.57,9.26,19025.0,462.84,small
28.2,48.48,8.07,10809.0,706.19,small
13.36,30.97,18.97,21283.0,1202.68,small
12.14,38.35,7.55,10701.0,519.3,small
8.72,26.26,11.07,17215.0,253.7,small
2.67,8.68,37.23,35406.0,41.65,medium
17.12,37.64,15.52,13220.0,686.71,small
4.12,10.4,35.8,63126.0,541.12,large
7.97,19.24,19.18,61842.0,611.64,large
20.61,38.15,20.04,21761.0,595.42,small
8.2,27.57,11.31,35573.0,343.81,medium
10.65,22.88,22.66,25968.0,648.57,medium
12.91,28.15,16.42,37391.0,543.6,medium
2.62,9.37,37.02,53672.0,470.21,large
4.42,14.0,16.2,10903.0,272.91,small
14.08,34.32,21.43,228537.0,2017.65,superLarge
7.79,19.15,17.76,25178.0,399.17,medium
14.3,28.26,23.72,19208.0,604.73,small
4.26,11.54,43.46,22242.0,870.26,small
13.31,30.19,18.3,27610.0,1404.47,medium
11.53,24.6,13.24,49676.0,145.74,medium
10.14,28.02,14.85,84298.0,811.92,large
5.96,19.01,16.64,66462.0,631.89,large
11.05,26.22,20.37,46109.0,1164.57,medium
4.06,12.41,40.79,12197.0,56.43,small
15.87,24.31,19.23,15571.0,129.56,small
4.85,14.01,36.07,14510.0,291.41,small
2.55,10.0,27.12,14637.0,199.0,small
15.65,35.12,10.29,13603.0,471.89,small
9.15,25.83,21.85,149377.0,1421.42,large
11.53,25.19,30.04,10283.0,460.5,small
2.5,9.43,41.57,11818.0,39.71,small
8.33,23.48,22.36,19536.0,761.6,small
5.79,17.17,13.19,19772.0,369.08,small
3.16,12.08,34.36,12635.0,208.06,small
8.56,19.62,15.23,10555.0,278.38,small
3.56,16.94,13.84,27195.0,330.1,medium
4.02,13.86,18.46,28695.0,367.02,medium
4.92,20.93,14.1,21564.0,248.69,small
2.4,6.78,46.58,128713.0,303.7,large
2.31,8.07,36.63,40052.0,221.18,medium
7.23,20.85,31.07,10404.0,1759.0,small
8.91,21.07,16.25,26478.0,903.3,medium
13.37,35.63,5.85,17406.0,2008.28,small
16.96,32.08,20.35,36365.0,570.65,medium
6.93,17.95,28.33,27817.0,82.59,medium
1.41,7.03,32.79,21531.0,179.06,small
9.43,29.16,11.94,32387.0,1440.54,medium
23.45,41.17,9.4,20183.0,1199.22,small
4.53,12.15,27.19,52303.0,270.09,large
5.03,14.36,31.76,40079.0,449.15,medium
3.3,10.12,22.91,21211.0,115.14,small
13.64,33.07,16.67,48997.0,1275.11,medium
21.67,41.04,9.98,11305.0,1204.92,small
8.92,28.83,9.53,29764.0,290.39,medium
9.83,26.12,19.83,53008.0,284.04,large
11.99,29.76,14.24,23622.0,514.54,small
6.03,20.92,17.93,21976.0,69.59,small
5.06,17.72,16.81,52267.0,513.0,large
18.64,40.9,10.62,25312.0,816.58,medium
6.32,22.32,11.34,23644.0,469.8,small
14.54,35.82,7.24,28134.0,694.37,medium
15.3,32.93,12.1,14256.0,277.22,small
5.96,20.41,14.37,17710.0,239.32,small
10.05,25.21,15.82,164730.0,813.57,large
14.93,34.99,7.21,15535.0,632.63,small
15.15,30.9,12.48,10988.0,178.97,small
13.74,29.99,21.08,59070.0,1756.74,large
1.53,5.01,57.87,28061.0,173.3,medium
5.66,20.55,15.4,11005.0,313.48,small
5.15,17.65,16.86,71479.0,433.92,large
2.31,4.86,54.14,47198.0,91.93,medium
6.54,27.29,9.56,10129.0,602.73,small
2.33,8.6,43.2,19848.0,44.79,small
5.59,19.43,16.23,25549.0,491.54,medium
6.0,13.09,48.55,111183.0,659.56,large
10.33,26.53,16.5,11163.0,1292.78,small
7.61,17.31,28.55,16202.0,150.18,small
2.17,9.43,27.42,23260.0,349.87,small
7.91,20.49,28.19,27099.0,279.55,medium
9.99,27.43,8.56,11820.0,739.25,small
43.86,59.01,8.54,12652.0,284.75,small
8.59,27.12,15.71,121697.0,822.7,large
9.03,27.55,20.12,369879.0,1262.47,superLarge
9.52,19.99,28.27,25651.0,210.28,medium
9.92,23.54,14.17,18624.0,464.08,small
4.25,13.26,29.31,14451.0,42.54,small
12.35,27.14,20.43,71742.0,205.68,large
4.26,15.79,22.32,45608.0,896.83,medium
3.6,8.55,42.71,87758.0,383.57,large
8.52,23.89,22.57,18045.0,75.22,small
26.03,46.16,9.96,51638.0,1262.31,large
3.04,9.95,42.71,16234.0,144.9,small
4.96,14.97,36.73,10084.0,1425.33,small
7.27,21.69,17.46,26326.0,1607.89,medium
16.46,36.54,7.94,17753.0,121.81,small
19.87,37.63,13.92,21700.0,567.16,small
8.47,22.98,17.39,15743.0,627.91,small
3.51,12.24,30.74,22095.0,69.34,small
5.3,19.13,23.11,21080.0,2586.29,small
35.19,52.26,7.64,12069.0,235.59,small
3.54,13.46,12.17,21435.0,180.13,small
9.75,26.27,18.38,72411.0,2682.28,large
8.77,22.37,19.43,11622.0,16.92,small
2.96,9.51,39.26,16392.0,94.15,small
5.79,23.01,12.44,15745.0,929.91,small
10.79,26.19,13.34,19220.0,350.93,small
5.87,19.0,14.2,69961.0,530.22,large
2.73,8.52,35.99,53310.0,316.1,large
8.48,22.29,17.38,11199.0,421.76,small
7.82,22.15,24.38,14732.0,137.94,small
9.51,30.57,9.2,11677.0,216.87,small
7.19,20.26,23.4,10539.0,54.25,small
8.61,24.28,17.77,157615.0,671.46,large
8.8,25.24,20.27,18867.0,309.84,small
12.32,29.69,13.37,40213.0,1095.4,medium
4.44,15.07,26.08,43063.0,106.23,medium
3.3,11.47,35.25,11290.0,123.33,small
1.19,5.62,53.32,25083.0,23.52,medium
11.29,25.6,16.14,143050.0,616.67,large
4.8,10.96,41.3,32509.0,88.7,medium
37.18,59.31,5.41,22580.0,1129.23,small
2.53,7.03,58.16,28703.0,58.23,medium
15.24,33.72,11.83,25945.0,1292.18,medium
9.09,28.3,11.96,23304.0,1013.71,small
2.98,8.78,52.49,29151.0,103.65,medium
17.72,33.37,15.01,210943.0,1564.23,superLarge
4.23,15.41,19.78,13020.0,91.37,small
9.96,29.71,12.8,12133.0,125.67,small
6.65,18.65,23.32,17779.0,786.35,small
5.4,16.66,23.51,26455.0,438.76,medium
42.9,58.07,7.6,22762.0,747.58,small
14.75,33.7,20.39,16901.0,556.88,small
6.1,18.88,15.89,19513.0,128.51,small
8.84,24.3,15.86,21101.0,284.54,small
6.78,20.72,18.03,27025.0,1089.42,medium
9.94,22.05,18.25,108635.0,624.28,large
2.75,9.8,34.74,12123.0,620.31,small
4.22,16.06,19.4,14378.0,696.31,small
3.24,8.19,53.98,14116.0,161.4,small
10.92,28.86,9.57,12778.0,618.06,small
4.14,13.68,31.57,25098.0,243.44,medium
9.16,25.67,15.43,44350.0,140.42,medium
13.48,28.37,19.3,18296.0,1199.16,small
4.7,12.2,46.65,83816.0,233.77,large
2.99,9.77,33.3,22776.0,66.52,small
27.22,49.9,6.93,47669.0,1964.89,medium
10.55,25.74,16.64,20210.0,521.89,small
25.43,43.25,11.48,14745.0,455.99,small
5.42,20.42,18.2,19380.0,142.71,small
16.03,32.05,14.28,20125.0,816.99,small
4.84,12.75,25.25,19926.0,24.29,small
16.63,35.44,9.96,14979.0,105.23,small
7.75,30.5,9.03,20612.0,210.81,small
3.9,13.47,27.36,10063.0,87.96,small
3.32,9.64,32.37,41100.0,315.14,medium
8.17,21.8,24.52,38091.0,230.76,medium
3.03,11.82,29.63,126481.0,493.93,large
30.89,52.37,12.79,358548.0,3829.21,superLarge
5.17,14.18,32.08,26716.0,89.44,medium
3.47,12.82,37.07,14985.0,428.64,small
14.65,35.05,14.58,16127.0,900.31,small
15.61,29.38,15.35,18170.0,592.36,small
5.17,15.74,13.87,16192.0,133.38,small
9.82,32.4,10.0,11038.0,1054.23,small
2.52,7.34,37.44,15648.0,232.83,small
5.66,16.76,22.67,11997.0,450.75,small
5.9,16.09,28.43,384736.0,1595.37,superLarge
2.41,9.11,38.21,22965.0,343.74,small
10.52,23.28,23.37,25355.0,15.14,medium
4.66,14.28,36.89,15197.0,399.28,small
9.5,22.53,20.58,53762.0,551.55,large
15.26,30.1,19.49,22122.0,2728.14,small
10.54,22.74,26.44,42762.0,220.58,medium
0.57,2.09,58.44,16366.0,64.07,small
5.33,14.32,33.68,48478.0,148.57,medium
1.59,4.79,53.58,41659.0,324.61,medium
8.91,27.71,15.37,11727.0,1305.64,small
11.92,32.44,11.71,13902.0,286.49,small
7.24,19.98,15.05,46380.0,865.28,medium
10.75,28.56,18.88,46567.0,1576.9,medium
8.08,28.14,8.06,15337.0,981.19,small
1.5,7.93,33.6,15489.0,541.89,small
11.19,24.65,17.95,28540.0,710.78,medium
6.25,16.88,21.91,31100.0,542.71,medium
4.65,14.33,34.1,11077.0,214.53,small
3.85,10.31,42.98,10888.0,76.9,small
0.89,2.64,66.55,11818.0,108.87,small
4.96,15.31,24.53,13367.0,276.81,small
8.1,21.56,20.04,13055.0,141.44,small
6.93,18.96,16.12,10823.0,237.1,small
2.96,7.74,39.77,36176.0,223.06,medium
7.87,21.37,21.13,37861.0,809.72,medium
6.53,17.43,22.6,13645.0,208.13,small
4.68,12.91,37.06,117229.0,249.62,large
10.43,28.38,16.73,42045.0,1622.96,medium
4.63,10.36,43.34,17905.0,80.24,small
2.69,9.18,34.51,130069.0,251.6,large
6.68,14.61,28.81,12844.0,112.75,small
9.41,21.7,28.99,89443.0,457.27,large
5.67,12.19,40.26,24559.0,269.6,small
3.39,12.2,21.82,12084.0,81.34,small
34.33,47.24,11.12,30705.0,302.47,medium
2.66,12.8,25.16,12105.0,173.4,small
3.15,11.25,26.79,13443.0,93.16,small
14.27,25.61,16.29,21325.0,161.73,small
3.76,10.76,35.8,16117.0,554.08,small
20.25,32.16,27.47,28743.0,461.98,medium
6.09,18.02,19.99,15607.0,659.78,small
3.45,11.43,39.72,20779.0,28.45,small
11.83,29.57,16.26,18168.0,661.06,small
11.66,37.09,3.91,13899.0,692.02,small
3.62,12.46,21.82,36326.0,957.64,medium
5.3,18.02,12.9,33102.0,447.63,medium
5.28,15.27,25.52,46521.0,293.63,medium
7.18,22.27,10.76,44683.0,515.95,medium
12.93,26.71,23.17,14842.0,278.88,small
5.13,13.56,32.18,17541.0,95.47,small
10.58,25.96,20.54,48761.0,521.87,medium
13.04,30.14,15.99,17363.0,2210.88,small
6.44,17.99,33.33,159789.0,1343.3,large
8.29,22.09,14.09,66467.0,661.25,large
13.01,24.76,27.11,14439.0,333.19,small
6.33,20.82,18.76,59646.0,1461.01,large
2.4,10.81,21.16,15561.0,339.84,small
30.14,46.41,10.66,31099.0,1513.08,medium
10.45,21.78,14.08,37757.0,398.42,medium
3.5,8.76,55.5,13326.0,44.92,small
7.21,18.6,31.0,19483.0,446.04,small
17.76,38.45,9.72,14280.0,1059.43,small
3.65,7.89,21.17,10023.0,259.79,small
3.73,12.38,26.69,286215.0,510.78,superLarge
10.45,36.55,5.3,11069.0,635.43,small
2.45,6.23,58.92,52456.0,219.36,large
3.11,7.55,46.14,12557.0,69.58,small
2.5,9.36,12.97,20268.0,255.89,small
12.89,30.94,12.41,15675.0,243.47,small
9.54,25.96,18.84,15403.0,148.02,small
9.4,21.58,19.42,57546.0,303.26,large
4.27,13.63,23.73,35943.0,246.09,medium
12.3,32.86,8.83,26314.0,611.64,medium
14.99,29.13,17.82,257453.0,792.93,superLarge
7.38,18.15,22.31,17930.0,336.13,small
4.55,13.63,24.35,43184.0,517.46,medium
8.65,24.37,20.43,21605.0,65.03,small
3.36,13.72,26.62,15512.0,291.41,small
10.87,23.81,18.82,11157.0,139.73,small
5.08,15.16,40.49,84770.0,1573.82,large
3.84,12.34,31.73,66692.0,502.05,large
27.25,49.5,9.68,69330.0,604.42,large
8.56,28.27,13.69,43627.0,499.59,medium
8.84,22.23,19.32,226505.0,1636.75,superLarge
9.51,21.84,17.02,30625.0,80.73,medium
7.74,23.51,8.91,31342.0,377.16,medium
6.17,17.56,27.34,11294.0,320.4,small
